Date,Open,High,Low,Close,Adj Close,Volume
12/4/2012,347.847839,348.103088,343.193207,345.86087,345.86087,3979400
12/5/2012,346.421417,347.597595,341.5065,344.254242,344.254242,3721000
12/6/2012,344.13913,348.153168,342.597595,345.910919,345.910919,2921600
12/7/2012,347.847839,348.788788,341.551544,342.447449,342.447449,3834700
12/10/2012,343.038025,346.171173,342.237244,343.05304,343.05304,2730600
12/11/2012,345.345337,351.31131,344.204193,348.788788,348.788788,5369800
12/12/2012,349.964966,352.107117,347.087097,349.12912,349.12912,4847100
12/13/2012,358.318329,358.593597,350.125122,351.701691,351.701691,6882900
12/14/2012,349.934937,354.264252,349.564575,351.331329,351.331329,4255900
12/17/2012,353.103088,361.32132,352.362366,360.750763,360.750763,6064700
12/18/2012,358.658661,364.914917,357.882874,360.895905,360.895905,6003700
12/19/2012,360.715729,361.861847,358.6987,360.415405,360.415405,3833300
12/20/2012,361.992004,362.687683,358.843842,361.541534,361.541534,3310600
12/21/2012,357.342346,359.769775,355.615601,358.173187,358.173187,7044900
12/24/2012,357.61261,357.947937,354.089081,355.105103,355.105103,1680100
12/26/2012,354.389404,356.796783,351.556549,354.789795,354.789795,2362400
12/27/2012,353.92392,354.77478,349.654663,353.498505,353.498505,3291500
12/28/2012,351.196198,353.808807,350.355347,350.355347,350.355347,2801100
12/31/2012,350.350342,355.640656,348.348358,354.044037,354.044037,3990800
1/2/2013,360.070068,363.863861,358.633636,361.987,361.987,5077500
1/3/2013,362.82782,366.331329,360.720734,362.197205,362.197205,4631700
1/4/2013,365.035034,371.10611,364.204193,369.35434,369.35434,5521400
1/7/2013,368.093079,370.060059,365.65567,367.742737,367.742737,3308000
1/8/2013,368.138153,368.518524,362.577576,367.017029,367.017029,3348800
1/9/2013,366.501495,369.544556,364.664673,369.429443,369.429443,4045300
1/10/2013,371.786774,372.872864,367.117126,371.111115,371.111115,3667700
1/11/2013,371.371368,371.586578,368.518524,370.365356,370.365356,2567800
1/14/2013,368.868866,371.471466,361.53653,361.987,361.987,5722000
1/15/2013,360.025024,367.867859,356.406403,362.82782,362.82782,7847500
1/16/2013,361.561554,362.532532,357.1922,357.952942,357.952942,4042700
1/17/2013,359.214203,360.180176,355.865875,356.016022,356.016022,4418500
1/18/2013,355.535522,356.74173,351.016022,352.607605,352.607605,6447100
1/22/2013,352.682678,353.02301,348.108093,351.786774,351.786774,7577200
1/23/2013,368.363373,374.874878,368.263275,371.121124,371.121124,11806300
1/24/2013,370.990997,378.793793,370.625641,377.482483,377.482483,6758600
1/25/2013,375.760773,379.619629,375.500488,377.212219,377.212219,4447300
1/28/2013,376.256256,378.178192,374.319305,375.740753,375.740753,3250900
1/29/2013,373.748749,378.853851,373.643646,377.217224,377.217224,3490700
1/30/2013,377.247253,380.855865,376.831818,377.292297,377.292297,3462500
1/31/2013,375.630646,379.189178,375.500488,378.223236,378.223236,3265100
2/1/2013,379.479492,388.68869,379.429443,388.188202,388.188202,7484700
2/4/2013,384.229218,385.620605,379.514526,379.889893,379.889893,6074900
2/5/2013,380.945953,385.940948,380.115112,383.253265,383.253265,3737600
2/6/2013,379.914917,386.866852,379.629639,385.470459,385.470459,4152000
2/7/2013,385.235229,389.7948,383.133148,387.362366,387.362366,5674700
2/8/2013,390.455444,393.728729,390.170166,393.078064,393.078064,6034100
2/11/2013,389.5896,391.891907,387.262268,391.601593,391.601593,4331200
2/12/2013,391.266266,394.34433,390.075073,390.740753,390.740753,3714200
2/13/2013,390.455444,393.068054,390.375366,391.821808,391.821808,2394000
2/14/2013,390.255249,394.764771,389.274261,394.304291,394.304291,3467100
2/15/2013,394.094086,397.027039,393.928925,396.841827,396.841827,5454100
2/19/2013,398.393402,403.9039,398.038025,403.828827,403.828827,5857700
2/20/2013,403.05304,404.889893,396.29129,396.626617,396.626617,5522800
2/21/2013,399.399414,403.128143,396.006012,398.163177,398.163177,7005700
2/22/2013,400.030029,401.026031,397.297302,400.255249,400.255249,4103600
2/25/2013,401.551544,404.609619,395.640656,395.780792,395.780792,4603100
2/26/2013,397.897888,398.373383,392.59259,395.460449,395.460449,4400500
2/27/2013,397.797791,402.777771,395.950958,400.290283,400.290283,4048100
2/28/2013,400.950958,403.898895,400.915924,401.001007,401.001007,4527000
3/1/2013,399.299286,403.973969,398.47348,403.498505,403.498505,4346400
3/4/2013,403.05304,411.831818,402.902893,411.161163,411.161163,5545600
3/5/2013,414.879883,420.495483,414.864868,419.719727,419.719727,8080100
3/6/2013,420.935944,422.422424,414.819824,416.10611,416.10611,5740200
3/7/2013,417.447449,418.728729,415.2052,416.716705,416.716705,4101200
3/8/2013,417.667664,417.877869,412.937927,416.176178,416.176178,5817900
3/11/2013,416.261261,420.270264,416.166168,417.82782,417.82782,3186200
3/12/2013,415.770782,416.361359,412.247253,414.219208,414.219208,4012500
3/13/2013,414.364349,415.760773,411.566559,413.068054,413.068054,3279300
3/14/2013,413.908905,413.908905,409.104095,411.181183,411.181183,3299000
3/15/2013,409.659668,410.560547,407.077087,407.557556,407.557556,6193200
3/18/2013,402.902893,406.786774,401.136139,404.299286,404.299286,3672900
3/19/2013,406.026031,410.035034,403.628632,406.066071,406.066071,4192200
3/20/2013,408.823822,409.164154,406.126129,407.762756,407.762756,2924600
3/21/2013,406.051056,408.868866,405.330322,406.036041,406.036041,2952200
3/22/2013,407.777771,408.028015,405.22522,405.560547,405.560547,2973400
3/25/2013,406.611603,410.025024,403.813812,405.22522,405.22522,3420500
3/26/2013,407.157166,407.40741,404.299286,406.616608,406.616608,2381400
3/27/2013,403.743744,403.9039,401.066071,401.73172,401.73172,4322000
3/28/2013,402.3974,403.088074,397.047058,397.492493,397.492493,4571000
4/1/2013,397.902893,401.52652,397.022034,400.996002,400.996002,3610900
4/2/2013,402.672668,407.822815,402.402405,406.926941,406.926941,4078900
4/3/2013,407.137146,407.507507,400.735748,403.50351,403.50351,3473500
4/4/2013,402.527527,403.27829,396.046051,397.932922,397.932922,4890300
4/5/2013,393.423431,393.888885,388.588593,391.916931,391.916931,6860900
4/8/2013,389.764771,390.165161,384.584595,387.812805,387.812805,5658500
4/9/2013,388.138153,392.267273,386.941956,389.214203,389.214203,4310200
4/10/2013,391.851837,396.571564,388.388397,395.485474,395.485474,3953200
4/11/2013,396.836823,396.94696,392.422424,395.590576,395.590576,4053300
4/12/2013,396.391388,396.446442,391.856842,395.42041,395.42041,3270100
4/15/2013,393.368378,398.898895,388.898895,391.356354,391.356354,4901200
4/16/2013,393.68869,398.398407,392.352356,397.082092,397.082092,3480500
4/17/2013,393.768768,395.815826,389.439453,391.671661,391.671661,4069900
4/18/2013,393.068054,393.293304,381.011017,383.338348,383.338348,6638300
4/19/2013,384.964966,402.122131,383.513519,400.335327,400.335327,11594700
4/22/2013,400.700714,402.382385,387.887878,400.455444,400.455444,5761000
4/23/2013,400.900909,408.158173,400.580566,404.35434,404.35434,4580000
4/24/2013,404.459473,409.409424,404.404419,407.132141,407.132141,3654500
4/25/2013,408.533539,408.643646,404.219208,404.954956,404.954956,3980400
4/26/2013,404.204193,404.274261,398.68869,401.111115,401.111115,4970400
4/29/2013,402.027039,411.761749,401.901917,409.939941,409.939941,4596900
4/30/2013,409.909912,414.234222,409.249237,412.697693,412.697693,4608700
5/1/2013,412.042053,412.772766,408.588593,410.625641,410.625641,2907000
5/2/2013,410.460449,417.692688,409.934937,415.220215,415.220215,4032500
5/3/2013,418.898895,423.823822,418.418427,423.283295,423.283295,5020100
5/6/2013,424.554565,431.356354,424.554565,431.206207,431.206207,4278300
5/7/2013,431.936951,432.367371,425.760773,429.044037,429.044037,3914000
5/8/2013,428.928925,437.37738,426.881897,437.252258,437.252258,4931600
5/9/2013,435.855865,440.270264,434.549561,436.176178,436.176178,4396700
5/10/2013,438.093079,440.710724,436.51651,440.555542,440.555542,3791600
5/13/2013,439.884888,441.676666,437.127136,439.204193,439.204193,2894100
5/14/2013,439.189178,444.789795,439.009003,443.993988,443.993988,3155400
5/15/2013,448.198212,458.648651,447.457458,458.403412,458.403412,7963800
5/16/2013,459.959961,460.450439,451.456451,452.38739,452.38739,6412700
5/17/2013,455.465454,457.202209,450.710724,455.045044,455.045044,5578400
5/20/2013,452.952942,460.760773,452.952942,454.719727,454.719727,4540800
5/21/2013,454.464478,456.286285,449.254242,453.938934,453.938934,3962000
5/22/2013,451.73172,455.110107,443.883881,445.155151,445.155151,5116000
5/23/2013,438.938934,445.425415,437.437439,441.836823,441.836823,4545600
5/24/2013,438.068054,439.849854,435.940948,437.097107,437.097107,4589000
5/28/2013,442.1922,446.51651,440.640656,441.07608,441.07608,4510400
5/29/2013,438.293304,439.434448,432.577576,434.5896,434.5896,4022700
5/30/2013,435.395386,439.889893,433.638641,435.815826,435.815826,4237100
5/31/2013,434.494507,438.938934,434.194183,436.046051,436.046051,3934800
6/3/2013,436.936951,437.422424,427.937927,434.249237,434.249237,4946400
6/4/2013,434.359344,435.730743,427.462463,429.97998,429.97998,3733400
6/5/2013,431.686676,435.160156,428.993988,430.280273,430.280273,4209300
6/6/2013,432.582581,433.598602,424.034027,432.752747,432.752747,5153000
6/7/2013,435.64566,440.44043,433.093079,440.305298,440.305298,5343800
6/10/2013,441.491486,445.945953,440.485474,445.555542,445.555542,4670900
6/11/2013,442.427429,443.943939,440.200195,440.345337,440.345337,3511600
6/12/2013,443.173187,443.443451,435.260254,436.426422,436.426422,4405100
6/13/2013,434.924927,440.270264,433.183197,438.938934,438.938934,4135600
6/14/2013,440.490479,442.792786,437.502502,437.957947,437.957947,4485500
6/17/2013,440.055054,445.160156,439.57959,443.568573,443.568573,4288300
6/18/2013,444.769775,450.950958,444.619629,450.760773,450.760773,4329400
6/19/2013,451.136139,455.875885,449.199188,450.790802,450.790802,5825900
6/20/2013,447.442444,450.950958,442.097107,442.812805,442.812805,6737200
6/21/2013,444.614624,445.385376,436.971985,440.905914,440.905914,7956600
6/24/2013,436.376373,438.598602,432.057068,435.330322,435.330322,6027700
6/25/2013,439.069061,440.280273,432.687683,433.533539,433.533539,5101200
6/26/2013,437.312317,439.439453,435.720734,437.262268,437.262268,3659100
6/27/2013,439.839844,442.787781,438.763763,438.973969,438.973969,3849100
6/28/2013,437.887878,441.361359,437.532532,440.625641,440.625641,4693900
7/1/2013,443.668671,446.486481,442.942932,444.384399,444.384399,3446100
7/2/2013,445.545532,445.945953,439.074066,441.596588,441.596588,3779200
7/3/2013,440.390381,445.030029,439.689697,443.658661,443.658661,2091900
7/5/2013,445.450439,448.153168,444.114105,447.1922,447.1922,3400300
7/8/2013,450.055054,453.588593,448.988983,452.997986,452.997986,3935000
7/9/2013,455.955963,456.931946,449.439453,453.073059,453.073059,3954800
7/10/2013,452.177185,456.026031,450.640656,453.448456,453.448456,3413300
7/11/2013,456.95697,460.865875,454.714722,460.580566,460.580566,5163200
7/12/2013,460.460449,461.961975,458.078064,461.961975,461.961975,5131200
7/15/2013,462.61261,464.464478,458.638641,462.8078,462.8078,3917000
7/16/2013,464.029022,464.449463,457.40741,460.265259,460.265259,3962000
7/17/2013,460.960968,463.89389,458.608612,459.734741,459.734741,3009100
7/18/2013,459.954956,460.460449,452.047058,455.795807,455.795807,7261700
7/19/2013,443.748749,451.926941,438.243256,448.748749,448.748749,14703800
7/22/2013,451.451447,456.791779,448.948944,455.805817,455.805817,5800500
7/23/2013,455.805817,456.95697,450.235229,452.352356,452.352356,4087300
7/24/2013,454.084076,455.605591,450.800812,451.901917,451.901917,4152800
7/25/2013,447.382385,448.873871,443.48349,444.294281,444.294281,5996100
7/26/2013,443.938934,445.44043,441.441437,443.118103,443.118103,3551800
7/29/2013,442.892883,447.857849,440.885895,441.576569,441.576569,3780000
7/30/2013,443.173187,448.253265,440.875885,445.905914,445.905914,3507600
7/31/2013,446.941956,448.703705,443.533539,444.319305,444.319305,4342600
8/1/2013,447.947937,452.727722,447.947937,452.562561,452.562561,4272500
8/2/2013,452.17218,453.953949,450.86087,453.738739,453.738739,3424300
8/5/2013,453.148163,453.213226,450.050049,452.952942,452.952942,2616700
8/6/2013,452.797791,455.310303,448.313324,448.733734,448.733734,3009100
8/7/2013,447.967957,449.674683,444.98999,445.770782,445.770782,2755600
8/8/2013,448.193207,448.368378,443.088074,446.776764,446.776764,2973000
8/9/2013,445.725739,448.208221,445.445435,445.650665,445.650665,2644700
8/12/2013,443.89389,443.943939,441.266266,443.198212,443.198212,2751200
8/13/2013,443.858856,444.694702,438.538544,441.066071,441.066071,2836700
8/14/2013,439.624634,440.555542,434.014008,435.340332,435.340332,4160200
8/15/2013,432.652649,432.892883,429.429443,430.260254,430.260254,3734600
8/16/2013,431.071075,431.651642,428.6987,428.883881,428.883881,3346800
8/19/2013,429.284271,436.436432,429.154144,433.25827,433.25827,3618100
8/20/2013,434.609619,436.491486,432.202209,433.143158,433.143158,2463500
8/21/2013,435.760773,438.89389,433.683685,435.100098,435.100098,3511000
8/22/2013,436.786774,437.812805,435.560547,437.292297,437.292297,1738000
8/23/2013,439.35434,439.439453,435.310303,435.540527,435.540527,2152000
8/26/2013,435.435425,437.887878,433.458466,433.628632,433.628632,2102800
8/27/2013,430.240234,432.297302,424.374359,425.500488,425.500488,3464700
8/28/2013,425.550537,428.133148,424.309296,424.699707,424.699707,2657100
8/29/2013,424.959961,430.620605,424.719727,428.143158,428.143158,2954000
8/30/2013,428.308319,429.449463,423.203217,423.873871,423.873871,3719400
9/3/2013,427.607605,433.528534,427.402405,430.620605,430.620605,4091100
9/4/2013,430.605591,437.187195,428.013,436.251251,436.251251,4078300
9/5/2013,437.187195,440.380371,436.241241,440.220215,440.220215,2580000
9/6/2013,441.661652,442.332336,437.307312,440.230225,440.230225,3120000
9/9/2013,442.307312,445.320313,441.651642,444.469482,444.469482,2466700
9/10/2013,445.455444,446.446442,442.442444,444.779785,444.779785,2572600
9/11/2013,444.714722,448.933929,443.48349,448.543549,448.543549,3217900
9/12/2013,449.149139,449.399414,445.450439,446.97699,446.97699,2188800
9/13/2013,447.697693,448.2883,442.862854,444.97998,444.97998,2648100
9/16/2013,448.548553,448.948944,442.877869,444.32431,444.32431,2670300
9/17/2013,444.149139,444.639648,440.940948,443.498505,443.498505,2516200
9/18/2013,443.618622,452.437439,441.97699,452.112122,452.112122,3865500
9/19/2013,453.448456,453.448456,448.148163,449.644653,449.644653,3192600
9/20/2013,449.644653,452.517517,448.25827,452.007019,452.007019,8681900
9/23/2013,448.523529,451.246246,443.04303,443.693695,443.693695,3551200
9/24/2013,443.693695,445.495483,441.141144,443.863861,443.863861,2970600
9/25/2013,443.718719,443.718719,438.238251,439.054047,439.054047,3294700
9/26/2013,439.5896,441.816803,437.937927,439.524536,439.524536,2517200
9/27/2013,437.847839,439.199188,436.091095,438.633636,438.633636,2515000
9/30/2013,434.974976,440.86087,434.5896,438.393402,438.393402,3441300
10/1/2013,440.565552,444.279266,440.465454,443.943939,443.943939,3366200
10/2/2013,441.806793,445.125122,439.349335,444.439453,444.439453,2987600
10/3/2013,444.444458,447.497498,436.486481,438.48349,438.48349,4229700
10/4/2013,437.937927,439.194183,435.435425,436.611603,436.611603,2713200
10/7/2013,434.159149,437.432434,432.487488,433.303314,433.303314,2584600
10/8/2013,433.093079,433.423431,426.241241,427.262268,427.262268,3883500
10/9/2013,428.568573,431.756744,421.911926,428.358368,428.358368,5297200
10/10/2013,432.352356,434.849854,430.535522,434.554565,434.554565,4506000
10/11/2013,433.448456,437.177185,433.083069,436.431427,436.431427,2814900
10/14/2013,433.763763,438.563568,433.128143,438.4935,438.4935,2484700
10/15/2013,438.318329,443.25827,437.437439,441.446442,441.446442,3180600
10/16/2013,443.378387,449.614624,442.447449,449.464478,449.464478,4011100
10/17/2013,446.941956,448.898895,443.308319,444.839844,444.839844,8504600
10/18/2013,488.778778,508.238251,487.487488,506.211212,506.211212,23109600
10/21/2013,506.236237,510.01001,500.275269,502.152161,502.152161,7249300
10/22/2013,503.002991,507.007019,498.393402,504.003998,504.003998,4412700
10/23/2013,501.001007,517.892883,500.815826,516.221191,516.221191,5321000
10/24/2013,516.451477,520.805786,512.912903,513.288269,513.288269,4180000
10/25/2013,514.924927,514.924927,505.875885,508.108093,508.108093,4056900
10/28/2013,508.108093,512.227234,507.002014,508.007996,508.007996,2315000
10/29/2013,510.060059,518.989014,507.257263,518.638611,518.638611,3206700
10/30/2013,519.234253,519.274292,513.513489,515.725708,515.725708,2645500
10/31/2013,514.97998,521.281311,512.497498,515.805786,515.805786,3276700
11/1/2013,516.411438,518.518494,513.063049,514.034058,514.034058,2564000
11/4/2013,516.266296,516.701721,511.52652,513.568542,513.568542,2275300
11/5/2013,510.685699,516.34137,509.219208,511.271271,511.271271,2360400
11/6/2013,513.313293,514.014038,508.193207,511.886902,511.886902,1823900
11/7/2013,511.816803,512.477478,504.32431,504.479492,504.479492,3355800
11/8/2013,504.879883,509.759766,504.754761,508.523529,508.523529,2579000
11/11/2013,505.260254,508.47348,504.504517,505.800812,505.800812,2222900
11/12/2013,504.35434,509.289276,503.002991,506.396393,506.396393,2433700
11/13/2013,503.878876,516.941956,503.753754,516.75177,516.75177,3155600
11/14/2013,517.477478,520.395386,515.690674,518.133118,518.133118,2331000
11/15/2013,517.952942,519.519531,515.670654,517.297302,517.297302,2550000
11/18/2013,518.393372,524.894897,515.135132,516.291321,516.291321,3515800
11/19/2013,516.376404,517.892883,512.037048,513.113098,513.113098,2260900
11/20/2013,515.490479,517.197205,510.690704,511.666656,511.666656,1925400
11/21/2013,514.014038,519.674683,513.513489,517.552551,517.552551,2181400
11/22/2013,517.227234,518.603577,515.125122,516.461487,516.461487,2505800
11/25/2013,519.099121,527.122131,518.028015,523.488464,523.488464,3222700
11/26/2013,524.824829,531.281311,521.992004,529.734741,529.734741,4568000
11/27/2013,531.54657,534.534546,530.530518,532.087097,532.087097,2244900
11/29/2013,531.611633,533.843872,530.255249,530.325317,530.325317,2383200
12/2/2013,532.287292,533.708679,525.905884,527.767761,527.767761,2743600
12/3/2013,526.000977,532.252258,525.035034,527.157166,527.157166,3348800
12/4/2013,526.211182,532.522522,525.525513,529.619629,529.619629,2380800
12/5/2013,529.12915,530.360352,526.071045,529.199219,529.199219,2265100
12/6/2013,535.43042,535.535522,530.570557,535.470459,535.470459,2854700
12/9/2013,536.031006,541.696716,534.544556,539.609619,539.609619,2962200
12/10/2013,538.613586,546.701721,538.363342,542.872864,542.872864,3704000
12/11/2013,544.244263,546.206177,538.123108,539.184204,539.184204,3420100
12/12/2013,540.325317,542.012024,535.035034,535.515503,535.515503,3189800
12/13/2013,538.23822,538.683655,529.474487,530.925903,530.925903,4320400
12/16/2013,532.532532,537.882874,531.53656,537.027039,537.027039,3200700
12/17/2013,536.94696,540.920898,534.724731,535.465454,535.465454,3068300
12/18/2013,536.461487,543.018005,530.050049,542.917908,542.917908,4416100
12/19/2013,540.925903,546.541565,540.080078,543.653625,543.653625,3328000
12/20/2013,544.694702,551.136108,544.544556,550.86084,550.86084,6516600
12/23/2013,554.474487,558.458435,553.113098,558.108093,558.108093,3439700
12/24/2013,558.04303,558.178162,554.604614,556.476501,556.476501,1466900
12/26/2013,557.562561,560.060059,554.899902,559.289307,559.289307,2672900
12/27/2013,560.560547,560.700684,557.027039,559.759766,559.759766,3136200
12/30/2013,560.730713,560.810791,555.065063,555.285278,555.285278,2469700
12/31/2013,556.676697,561.061035,553.683655,560.915894,560.915894,2713000
1/2/2014,558.288269,559.434448,554.684692,557.117126,557.117126,3639100
1/3/2014,558.058044,559.024048,553.018005,553.05304,553.05304,3330000
1/6/2014,557.062073,559.98999,553.773804,559.219238,559.219238,3535000
1/7/2014,563.063049,570.415405,561.141113,570,570,5100000
1/8/2014,573.573547,574.234253,567.212219,571.186157,571.186157,4480500
1/9/2014,572.292297,572.682678,563.343323,565.685669,565.685669,4164800
1/10/2014,570.110107,570.110107,561.686707,565.65564,565.65564,4282700
1/13/2014,563.798828,574.029053,559.144165,562.052063,562.052063,4832900
1/14/2014,569.544556,576.07605,564.609619,575.275269,575.275269,4960200
1/15/2014,577.072083,578.078064,572.467468,574.884888,574.884888,3896400
1/16/2014,575.125122,579.544556,574.574585,578.68866,578.68866,3364400
1/17/2014,579.004028,580.895874,572.672668,575.84082,575.84082,5397100
1/21/2014,581.046021,582.582581,576.226196,582.432434,582.432434,3955800
1/22/2014,583.888916,584.529541,580.01001,583.093079,583.093079,3139600
1/23/2014,580.580566,581.826843,577.762756,580.630615,580.630615,3894300
1/24/2014,576.081055,577.352356,562.062073,562.477478,562.477478,7777200
1/27/2014,563.613586,563.813843,541.676697,551.166138,551.166138,8698400
1/28/2014,555.715698,563.438416,555.525513,562.067078,562.067078,4415900
1/29/2014,560.120117,561.436462,550.260254,554.014038,554.014038,4755000
1/30/2014,573.073059,576.821838,564.189209,568.263245,568.263245,10172600
1/31/2014,586.261292,593.863892,576.141113,591.07605,591.07605,11121400
2/3/2014,590.190186,591.451477,566.571594,567.282288,567.282288,9129000
2/4/2014,569.564575,578.078064,569.074097,569.649658,569.649658,5618100
2/5/2014,572.262268,575.960938,564.574585,572.17218,572.17218,4784200
2/6/2014,576.141113,580.660645,574.349365,580.560547,580.560547,3889300
2/7/2014,584.399414,589.539551,580.86084,589.309326,589.309326,5267100
2/10/2014,586.486511,591.791809,585.095093,587.052063,587.052063,3886500
2/11/2014,590.675659,596.531555,586.691711,595.685669,595.685669,4097400
2/12/2014,595.095093,595.595581,591.281311,593.938965,593.938965,3445500
2/13/2014,590.965942,600.550537,590.42041,600.550537,600.550537,3669100
2/14/2014,598.403381,602.797791,596.997009,602.002014,602.002014,4369000
2/18/2014,601.306335,607.042053,600.600586,606.046021,606.046021,4213500
2/19/2014,603.253235,605.21521,599.349365,601.77179,601.77179,4202900
2/20/2014,602.17218,604.049072,600.710693,602.657654,602.657654,3398100
2/21/2014,604.509521,605.540527,602.022034,602.497498,602.497498,3720800
2/24/2014,603.283264,610.690674,603.153137,606.861877,606.861877,3345200
2/25/2014,608.578552,612.862854,605.815796,610.610596,610.610596,2874500
2/26/2014,612.61261,615.055054,607.487488,610.695679,610.695679,3960400
2/27/2014,609.80481,612.727722,609.114136,610.21521,610.21521,2517400
2/28/2014,610.780762,612.707703,603.713684,608.433411,608.433411,4622500
3/3/2014,603.979004,604.524536,596.666687,601.94696,601.94696,4205300
3/4/2014,608.108093,608.608582,605.355347,608.063049,608.063049,2932400
3/5/2014,608.133118,612.152161,606.31134,609.739746,609.739746,2468100
3/6/2014,611.75177,613.68866,609.909912,610.415405,610.415405,2533600
3/7/2014,614.014038,614.109131,606.326355,608.002991,608.002991,3027100
3/10/2014,608.45343,609.429443,602.647644,606.391418,606.391418,2426700
3/11/2014,607.492493,607.767761,598.918945,600.595581,600.595581,3422500
3/12/2014,598.798828,604.529541,592.687683,604.254272,604.254272,3924600
3/13/2014,604.57959,605.855835,592.972961,595.125122,595.125122,4686500
3/14/2014,591.586609,596.031006,586.851868,586.987,586.987,4583200
3/17/2014,590.21521,599.134155,589.644653,596.646667,596.646667,4319800
3/18/2014,597.932922,606.371399,597.127136,606.236206,606.236206,3626300
3/19/2014,606.506531,606.601624,597.802795,600.22522,600.22522,3222500
3/20/2014,600.575562,605.4104,598.278259,599.179199,599.179199,3366000
3/21/2014,603.758789,605.42041,591.816833,592.112122,592.112122,6410500
3/24/2014,592.687683,593.04303,573.548523,579.544556,579.544556,6068100
3/25/2014,583.583557,585.505493,574.074097,579.939941,579.939941,4815500
3/26/2014,581.586609,586.371399,566.316345,566.551575,566.551575,5154800
3/27/2014,565.990967,566.53656,551.601624,557.697693,557.697693,7636700
3/28/2014,560.060059,567.16217,559.444458,560.63562,560.63562,4513200
3/31/2014,565.765747,568.068054,556.981995,557.812805,557.812805,3880700
4/1/2014,560.695679,569.319336,559.55957,568.013,568.013,4357600
4/2/2014,571.521545,572.972961,562.562561,568.118103,568.118103,4168000
4/3/2014,573.390015,588.299988,566.01001,571.5,571.5,4018300
4/4/2014,578.549988,579.719971,544.48999,545.25,545.25,5363700
4/7/2014,544.789978,549.849976,530.530029,540.630005,540.630005,3961600
4/8/2014,545.049988,559.880005,544.700012,557.51001,557.51001,3482500
4/9/2014,565.840027,567.799988,555.380005,567.039978,567.039978,3031600
4/10/2014,568,568.210022,545.5,546.690002,546.690002,3294500
4/11/2014,537.940002,547.590027,533.400024,537.76001,537.76001,3174700
4/14/2014,543.659973,553.02002,540.52002,545.200012,545.200012,2541200
